title,category,content_raw,content_clean,is_ai,char_count,raw_length,sentence_count,avg_sentence_len,sentence_len_std,total_tokens,noun_count,verb_count,adjective_count,adverb_count,josa_count,noun_ratio,verb_ratio,adjective_ratio,adverb_ratio,josa_ratio,noun_density,josa_density,friendly_ending_count,llm_style_count,period_count,exclamation_count,question_count,tilde_count,punctuation_ratio
"2020년 연말정산 바뀌는 것들, 신용카드 소득공제 대상 제외항목",전문_정보,"월세액 : 세액공제를 적용받은 경우 10. 해외에서 사용한 금액 11. 자동차 렌트, 리스비 12. 면세품 구입비 더 있나? 아참~ 내년~ 2020년 연말정산 바뀌는 점!!! 1. 내년에 올해 소득분 신고할 때 실손의료비 받은... ",월세액 세액공제를 적용받은 경우 10. 해외에서 사용한 금액 11. 자동차 렌트 리스비 12. 면세품 구입비 더 있나? 아참~ 내년~ 2020년 연말정산 바뀌는 점! 1. 내년에 올해 소득분 신고할 때 실손의료비 받은.,0,92,122,7,13.142857142857142,5.962467644202631,55,29,5,1,0,4,0.5272727272727272,0.09090909090909091,0.01818181818181818,0.0,0.07272727272727272,0.31521739130434784,0.043478260869565216,0,0,5,1,1,2,0.09782608695652174
[연말정산] 2020년 연말정산 ‘신용카드’공제혜택 정리!,전문_정보,신용카드 공제혜택 을 정리해보려고 한다. 연말정산은 무엇인가? 본론으로 들어가기 전에 먼저 연말정산이란 무엇인가? 2020년 1월 1일부터 2020년 12월 31일까지 소득에 대한 정산 납부일 : 3월 10일까지 1년동안... ,신용카드 공제혜택 을 정리해보려고 한다. 연말정산은 무엇인가? 본론으로 들어가기 전에 먼저 연말정산이란 무엇인가? 2020년 1월 1일부터 2020년 12월 31일까지 소득에 대한 정산 납부일 3월 10일까지 1년동안.,0,97,122,4,24.25,13.386093530227555,44,16,3,0,0,8,0.36363636363636365,0.06818181818181818,0.0,0.0,0.18181818181818182,0.16494845360824742,0.08247422680412371,0,0,2,0,2,0,0.041237113402061855
2020년 연말정산 미리 준비하자! 개념 및 소득공제 세액공제... ,전문_정보,이것이 바로 연말정산! - 1년 기준(1. 1. ~ 12. 31.)으로 정산하고 내년 1~2월에 서류 제출하고 3월... 신용카드 공제가 가능 2019년 연말정산 살펴보기 &amp; 2020년 계획 세우기 2019년 연말정산 살펴보기... ,이것이 바로 연말정산! 1년 기준 1. 1. ~ 12. 31. 으로 정산하고 내년 1~2월에 서류 제출하고 3월. 신용카드 공제가 가능 2019년 연말정산 살펴보기 2020년 계획 세우기 2019년 연말정산 살펴보기.,0,93,121,7,13.285714285714286,14.78140033685467,42,14,3,0,0,5,0.3333333333333333,0.07142857142857142,0.0,0.0,0.11904761904761904,0.15053763440860216,0.053763440860215055,0,0,6,1,0,2,0.0967741935483871
2020 연말정산 미리보기! 새로운 공제항목은?,전문_정보,"오늘은 2020 연말정산 미리보기 소식과 함께 연말정산 간소화 서비스, 2020년 달라진 연말정산 공제 항목에는 어떤 것들이 있는지 알아볼게요! ^^ 1. 2020 연말정산 미리보기 지난 10월 30일 국세청에서는 2020... ",오늘은 2020 연말정산 미리보기 소식과 함께 연말정산 간소화 서비스 2020년 달라진 연말정산 공제 항목에는 어떤 것들이 있는지 알아볼게요! 1. 2020 연말정산 미리보기 지난 10월 30일 국세청에서는 2020.,0,95,121,3,31.666666666666668,24.499433100017278,36,15,2,2,1,5,0.4166666666666667,0.05555555555555555,0.05555555555555555,0.027777777777777776,0.1388888888888889,0.15789473684210525,0.05263157894736842,0,0,2,1,0,0,0.031578947368421054
증권사 이전완료 및 300만 입금. 연말정산 세액공제 받기,전문_정보,"대충 간단히 계산하면, 내가 2020년 연말정산 했더니 추가로 내야할 세금이 40만원이다! 그런데 내가 IRP 300 입금해놨다 그래서 396,000원 세액공제다. (13.2% 가정) 그러므로 내가 2월에 뱉어내야할 세금은... ",대충 간단히 계산하면 내가 2020년 연말정산 했더니 추가로 내야할 세금이 40만원이다! 그런데 내가 IRP 300 입금해놨다 그래서 396 000원 세액공제다. 13.2 가정 그러므로 내가 2월에 뱉어내야할 세금은.,0,95,121,4,23.75,13.589977924926883,44,14,5,2,1,7,0.3181818181818182,0.11363636363636363,0.045454545454545456,0.022727272727272728,0.1590909090909091,0.14736842105263157,0.07368421052631578,0,0,3,1,0,0,0.042105263157894736
2020 연말정산 미리미리 준비하기 [1편] 현금영수증 소득공제... ,전문_정보,근로소득세를 연말에 다시 따져 세액을 정산하는 절차를 뜻합니다. 더 많이 납부한 세금은 다시... 2020 연말정산 소득공제율을 한시적으로 확대하였습니다. 2020년 3월 사용분에 대한 결제 수단 별 소득공제율을... ,근로소득세를 연말에 다시 따져 세액을 정산하는 절차를 뜻합니다. 더 많이 납부한 세금은 다시. 2020 연말정산 소득공제율을 한시적으로 확대하였습니다. 2020년 3월 사용분에 대한 결제 수단 별 소득공제율을.,0,92,117,4,23.0,6.442049363362563,48,24,4,0,1,10,0.5,0.08333333333333333,0.0,0.020833333333333332,0.20833333333333334,0.2608695652173913,0.10869565217391304,0,0,4,0,0,0,0.043478260869565216
2020년 연말정산! 산후조리원 등 혜택 커진 소득 공제 항목... ,전문_정보,"직장인들에겐 13월의 월급이라고 불리는 연말정산, 2019년을 마무리하고 2020년 연말정산이 곧... 200만원까지 연말소득공제 받을 수 있다고 해요. 산후조리원 비용은 1월 15일부터 연말정산 간소화 서비스에서... ",직장인들에겐 13월의 월급이라고 불리는 연말정산 2019년을 마무리하고 2020년 연말정산이 곧. 200만원까지 연말소득공제 받을 수 있다고 해요. 산후조리원 비용은 1월 15일부터 연말정산 간소화 서비스에서.,0,95,117,3,31.666666666666668,9.741092797468305,39,15,2,1,0,7,0.38461538461538464,0.05128205128205128,0.02564102564102564,0.0,0.1794871794871795,0.15789473684210525,0.07368421052631578,1,0,3,0,0,0,0.031578947368421054
[일상] 2020년 연말정산 소득공제 추가로 받는 항목 알아보기,전문_정보,"연말정산 정의 국세청에서 1년 동안 간이세액표에 따라 거둬들인 근로소득세를 연말에 다시 따져보고... 소득 공제가 가능하다. 2020년 연말정산 변경사항 급여가 7,000만 원 이하인 경우 19. 7. 1. 이후 박물관... ",연말정산 정의 국세청에서 1년 동안 간이세액표에 따라 거둬들인 근로소득세를 연말에 다시 따져보고. 소득 공제가 가능하다. 2020년 연말정산 변경사항 급여가 7 000만 원 이하인 경우 19. 7. 1. 이후 박물관.,0,93,121,6,15.5,15.553670520705609,47,23,3,1,0,7,0.48936170212765956,0.06382978723404255,0.02127659574468085,0.0,0.14893617021276595,0.24731182795698925,0.07526881720430108,0,0,6,0,0,0,0.06451612903225806
2020년 #연말정산 바로알기 &amp; 연말정산 변경사항 정보,전문_정보,8월부터 연말까지는 기존의 소득공제율을 그대로 적용한다고 해요. 2020년 연말정산 소득공제율 세부내역은 아래 표를 참고해 주세요~ 결제수단 1-2월 3월 4~7월 8-12월 신용카드 15% 30% 80% 15% 체크카드... ,8월부터 연말까지는 기존의 소득공제율을 그대로 적용한다고 해요. 2020년 연말정산 소득공제율 세부내역은 아래 표를 참고해 주세요~ 결제수단 1 2월 3월 4~7월 8 12월 신용카드 15 30 80 15 체크카드.,0,93,120,2,46.5,17.5,44,18,3,1,0,5,0.4090909090909091,0.06818181818181818,0.022727272727272728,0.0,0.11363636363636363,0.1935483870967742,0.053763440860215055,1,0,2,0,0,2,0.043010752688172046
"2020년 변경된 연말 정산 하는법 (소득공제, 월세 환급 등)",전문_정보,2월에 정산하게 됨 - 2020년 연말정산 변경사항 이 외에도 1. 총 급여 7천만 원 이하자 산후조리원 비용 출산 1회당 200만 원 세액공제 2. 고액 기부금 기준금액 1000만 원 초과로 확대 3. 중소기업 취업자 감면... ,2월에 정산하게 됨 2020년 연말정산 변경사항 이 외에도 1. 총 급여 7천만 원 이하자 산후조리원 비용 출산 1회당 200만 원 세액공제 2. 고액 기부금 기준금액 1000만 원 초과로 확대 3. 중소기업 취업자 감면.,0,92,124,4,23.0,8.455767262643882,48,25,3,0,0,2,0.5208333333333334,0.0625,0.0,0.0,0.041666666666666664,0.2717391304347826,0.021739130434782608,0,0,4,0,0,0,0.043478260869565216
알면 득이 되는 연말정산 꿀팁! 2020년 달라지는 연말정산... ,전문_정보,"연말정산 2020년 달라진 점은? 박물관, 미술관 신용카드 소득공제 2019년 7월 1일 이후 총 급여 7,000만 원 이하인 근로자가 박물관, 미술관 입장료를 신용카드로 결제한 경우 30% 소득공제율이 적용됩니다. 의료비... ",연말정산 2020년 달라진 점은? 박물관 미술관 신용카드 소득공제 2019년 7월 1일 이후 총 급여 7 000만 원 이하인 근로자가 박물관 미술관 입장료를 신용카드로 결제한 경우 30 소득공제율이 적용됩니다. 의료비.,0,94,122,3,31.333333333333332,31.201851796897497,42,23,2,0,0,7,0.5476190476190477,0.047619047619047616,0.0,0.0,0.16666666666666666,0.24468085106382978,0.07446808510638298,0,0,2,0,1,0,0.031914893617021274
2020 연말정산 소득공제 하는 법과 변경사항 알아보자!,전문_정보,연말정산? 연말정산은 국세청에서 1년 동안 간이세액표에 따라 거둬들인 근로소득세를 연말에 다시... 소득공제 2020년 연말정산 소득공제를 위한 개정세법 내용의 적용은 2020년 1월 1일을 기준으로 적용되고... ,연말정산? 연말정산은 국세청에서 1년 동안 간이세액표에 따라 거둬들인 근로소득세를 연말에 다시. 소득공제 2020년 연말정산 소득공제를 위한 개정세법 내용의 적용은 2020년 1월 1일을 기준으로 적용되고.,0,92,115,3,30.666666666666668,18.696404883173543,43,21,3,0,0,10,0.4883720930232558,0.06976744186046512,0.0,0.0,0.23255813953488372,0.22826086956521738,0.10869565217391304,0,0,2,0,1,0,0.03260869565217391
2020년 연말정산 2 (연금계좌-세액공제),전문_정보,"2020년 연말정산1에 이어서 연말정산 세액공제 항목 중 연금계좌에 대해 포스팅 해보겠습니다. 1. 연금 계좌 : 연간 1800만원 납입 가능 , irp 까지 가입시 최대 700만원 세액공제 ( 연금저축 +irp = 최대 700만원... ",2020년 연말정산1에 이어서 연말정산 세액공제 항목 중 연금계좌에 대해 포스팅 해보겠습니다. 1. 연금 계좌 연간 1800만원 납입 가능 irp 까지 가입시 최대 700만원 세액공제 연금저축 irp 최대 700만원.,0,94,121,3,31.333333333333332,20.997354330698162,39,23,1,0,1,3,0.5897435897435898,0.02564102564102564,0.0,0.02564102564102564,0.07692307692307693,0.24468085106382978,0.031914893617021274,0,0,3,0,0,0,0.031914893617021274
2020년 연말정산 꿀팁! 전년도와 달라진 내용 확인하고 가세요~,전문_정보,"2020년 연말정산 꿀팁! 새롭게 달라진 점은? '13월의 월급', '13월의 보너스'라고 불리는 연말정산이... 확인해보세요~ &lt;2020 연말정산 기간&gt; 2020.1.15 부터 시작! 1.박물관·미술관 입장료 소득공제 추가 총 급여... ",2020년 연말정산 꿀팁! 새롭게 달라진 점은? 13월의 월급 13월의 보너스 라고 불리는 연말정산이. 확인해보세요~ 2020 연말정산 기간 2020.1.15 부터 시작! 1.박물관 미술관 입장료 소득공제 추가 총 급여.,0,97,123,8,12.125,8.115378919064716,42,18,3,1,0,3,0.42857142857142855,0.07142857142857142,0.023809523809523808,0.0,0.07142857142857142,0.18556701030927836,0.030927835051546393,0,0,5,2,1,1,0.09278350515463918
"연금펀드, 연금ETF로 연말정산 소득공제 받기(Ft. 키움증권)",전문_정보,"이벤트 기간 2020년 11월 16일 ~2020년 12월 31일 아마 20년 귀속 연말정산 때문에 연말정산 소득공제를 노리고 연금펀드에 가입하시려는 분들이 많으실텐데, 이번에 키움증권에서 이벤트를 하고 있으니... ",이벤트 기간 2020년 11월 16일 ~2020년 12월 31일 아마 20년 귀속 연말정산 때문에 연말정산 소득공제를 노리고 연금펀드에 가입하시려는 분들이 많으실텐데 이번에 키움증권에서 이벤트를 하고 있으니.,0,92,116,1,92.0,0.0,39,16,3,2,0,8,0.41025641025641024,0.07692307692307693,0.05128205128205128,0.0,0.20512820512820512,0.17391304347826086,0.08695652173913043,0,0,1,0,0,1,0.021739130434782608
2020년 연말정산! 올해 달라진 항목과 연말정산 미리보기... ,전문_정보,"▼지금 연말정산 미리보기 서비스 이용하기▼ 2020년, 소득공제율이 확대되었습니다. 1~2월 3월 4~7월 8~12월 신용카드 15% 30% 80% 15% 직불·선불카드, 현금영수증 30% 60% 30% 도서·공연·박물관·미술관 등 전통시장... ",지금 연말정산 미리보기 서비스 이용하기 2020년 소득공제율이 확대되었습니다. 1~2월 3월 4~7월 8~12월 신용카드 15 30 80 15 직불 선불카드 현금영수증 30 60 30 도서 공연 박물관 미술관 등 전통시장.,0,96,124,2,48.0,12.0,36,19,2,0,0,1,0.5277777777777778,0.05555555555555555,0.0,0.0,0.027777777777777776,0.19791666666666666,0.010416666666666666,0,0,2,0,0,3,0.052083333333333336
"연말정산 실손의료비 공제, 조회하는 법, 가산세등 Q&amp;A",전문_정보,"2020년도 의료비를 지출하고 2021년에 실손 의료보험을 받았습니다. 언제 차감해야할까요? A. 2020년에... 연말정산 공제는 1년 뒤든, 3년 뒤든 잘못된 사항이 적출 될 수 있습니다. 국세를 부과할 수 있는... ",2020년도 의료비를 지출하고 2021년에 실손 의료보험을 받았습니다. 언제 차감해야할까요? A. 2020년에. 연말정산 공제는 1년 뒤든 3년 뒤든 잘못된 사항이 적출 될 수 있습니다. 국세를 부과할 수 있는.,0,92,118,6,15.333333333333334,11.77096238867305,53,19,7,2,0,8,0.3584905660377358,0.1320754716981132,0.03773584905660377,0.0,0.1509433962264151,0.20652173913043478,0.08695652173913043,0,0,5,0,1,0,0.06521739130434782
[공지] 2020년 연말정산 기부금 영수증 발급 안내,전문_정보,2020년 연말정산 기부금 영수증 발급 안내드립니다. 1. 기부금영수증 발급 기준 : 2020년 1월 1일 ~ 2020년 12월 31일 내 후원자 2. 기부금 유형 : 공제한도 개인소득금액의 30% / 소득세법 제 34조의제1항... ,2020년 연말정산 기부금 영수증 발급 안내드립니다. 1. 기부금영수증 발급 기준 2020년 1월 1일 ~ 2020년 12월 31일 내 후원자 2. 기부금 유형 공제한도 개인소득금액의 30 소득세법 제 34조의제1항.,0,94,121,4,23.5,13.238202294873727,46,21,1,0,0,1,0.45652173913043476,0.021739130434782608,0.0,0.0,0.021739130434782608,0.22340425531914893,0.010638297872340425,0,0,4,0,0,1,0.05319148936170213
"[2020 연말정산]의료비 세액공제(산후조리원, 난임시술비... ",전문_정보,100만원의 의료비를 지출했는데 실비보험에서 90만원을 받았다면 나머지 10만원만 공제받을 수 있는데요. 지금까지는 실손의료비 수령액을 조회하기 어려웠는데요. 2020년부터는 연말정산간소화에서 조회가... ,100만원의 의료비를 지출했는데 실비보험에서 90만원을 받았다면 나머지 10만원만 공제받을 수 있는데요. 지금까지는 실손의료비 수령액을 조회하기 어려웠는데요. 2020년부터는 연말정산간소화에서 조회가.,0,94,112,3,31.333333333333332,11.897712198383164,41,18,4,2,0,6,0.43902439024390244,0.0975609756097561,0.04878048780487805,0.0,0.14634146341463414,0.19148936170212766,0.06382978723404255,0,0,3,0,0,0,0.031914893617021274
"2020년 연말정산 바뀌는 점, 신용카드 소득공제 대상 제외항목",전문_정보,"월세액 : 세액공제를 적용받은 경우 10. 해외에서 사용한 금액 11. 자동차 렌트, 리스비 12. 면세품 구입비 제가 알고 있는 부분은 여기까지 입니다. 2020년 연말정산 바뀌는 점!!! 1. 내년에 올해 소득분 신고할 때... ",월세액 세액공제를 적용받은 경우 10. 해외에서 사용한 금액 11. 자동차 렌트 리스비 12. 면세품 구입비 제가 알고 있는 부분은 여기까지 입니다. 2020년 연말정산 바뀌는 점! 1. 내년에 올해 소득분 신고할 때.,0,92,122,7,13.142857142857142,5.890150893739515,54,28,3,2,0,8,0.5185185185185185,0.05555555555555555,0.037037037037037035,0.0,0.14814814814814814,0.30434782608695654,0.08695652173913043,0,0,6,1,0,0,0.07608695652173914
"연말정산 월세 세액공제 조건과 서류, 신청방법까지 간단 정리.",전문_정보,"연말정산 월세 세액공제 조건과 서류, 신청방법까지 간단 정리. 지난번에는 변화된 세액공제 혜택을... 예를들어 2019년 해당하는 1년치 월세를 신고하지 못했다면, 2020년 6월~2025년 5월까지 신청이 가능합니다.... ",연말정산 월세 세액공제 조건과 서류 신청방법까지 간단 정리. 지난번에는 변화된 세액공제 혜택을. 예를들어 2019년 해당하는 1년치 월세를 신고하지 못했다면 2020년 6월~2025년 5월까지 신청이 가능합니다.,0,95,118,3,31.666666666666668,15.627610892974724,46,20,5,1,0,7,0.43478260869565216,0.10869565217391304,0.021739130434782608,0.0,0.15217391304347827,0.21052631578947367,0.07368421052631578,0,0,3,0,0,1,0.042105263157894736
신용카드연말정산 때 참고하면 좋은 '공제한도',전문_정보,"신용카드연말정산에 공제된다는 점! 1,000만원 중 900만원을 신용카드로 소비했다면 남은 10~12월에 100만원 이상을 추가로 사용해야 합니다. 이때, 연말까지 100만원 이상을 카드로 소비할 것으로 예상한다면... ",신용카드연말정산에 공제된다는 점! 1 000만원 중 900만원을 신용카드로 소비했다면 남은 10~12월에 100만원 이상을 추가로 사용해야 합니다. 이때 연말까지 100만원 이상을 카드로 소비할 것으로 예상한다면.,0,96,119,3,32.0,14.445299120013633,46,18,6,0,1,9,0.391304347826087,0.13043478260869565,0.0,0.021739130434782608,0.1956521739130435,0.1875,0.09375,0,0,2,1,0,1,0.041666666666666664
"[2020 연말정산]연금계좌 세액공제(연금저축, IRP, 퇴직연금... ",전문_정보,"공제한도는 400만원이고, 퇴직연금(IRP)을 합치면 700만원까지 공제 받을 수 있습니다. 2020년부터는... 부분까지 연말정산 세액공제 대상이라고 생각하는 분들이 있는데요. 회사에서 퇴직금으로 넣어주는... ",공제한도는 400만원이고 퇴직연금 IRP 을 합치면 700만원까지 공제 받을 수 있습니다. 2020년부터는. 부분까지 연말정산 세액공제 대상이라고 생각하는 분들이 있는데요. 회사에서 퇴직금으로 넣어주는.,0,92,113,4,23.0,12.267844146385297,42,15,3,2,0,8,0.35714285714285715,0.07142857142857142,0.047619047619047616,0.0,0.19047619047619047,0.16304347826086957,0.08695652173913043,0,0,4,0,0,0,0.043478260869565216
"2020년 연말정산 무주택자... 이자, 월세 관련 세액공제 신고 방법",전문_정보,예를 들어 매월 10만원씩 1년 동안 120만원 청약통장에 납입했다면 120만원의 40%인 48만원에 대한 소득을 공제해주는 겁니다. 2020년 귀속 근로소득 연말정산 종합 안내.hwp 4.29MB [자격] 연간 총 급여액이... ,예를 들어 매월 10만원씩 1년 동안 120만원 청약통장에 납입했다면 120만원의 40 인 48만원에 대한 소득을 공제해주는 겁니다. 2020년 귀속 근로소득 연말정산 종합 안내.hwp 4.29MB 자격 연간 총 급여액이.,0,97,124,4,24.25,20.20365066021485,45,21,4,0,0,4,0.4666666666666667,0.08888888888888889,0.0,0.0,0.08888888888888889,0.21649484536082475,0.041237113402061855,0,0,4,0,0,0,0.041237113402061855
2020년 달라진 연말정산 알아보기!,전문_정보,연말정산이란 국세청에서 1년 동안 간이세액표에 따라 거둬들인 근로소득세를 연말에 다시 따져보고... 2020년 달라진 연말정산 알아보기! 높아진 소득공제율 2020년 올해는 코로나19가 장기화되면서 경기가... ,연말정산이란 국세청에서 1년 동안 간이세액표에 따라 거둬들인 근로소득세를 연말에 다시 따져보고. 2020년 달라진 연말정산 알아보기! 높아진 소득공제율 2020년 올해는 코로나19가 장기화되면서 경기가.,0,92,113,3,30.666666666666668,10.656244908763854,41,18,8,0,0,7,0.43902439024390244,0.1951219512195122,0.0,0.0,0.17073170731707318,0.1956521739130435,0.07608695652173914,0,0,2,1,0,0,0.03260869565217391
"[2020 연말정산]부양가족 공제 조건(나이요건, 소득요건... ",전문_정보,나이요건 배우자: 나이제한없음 직계존속: 만60세이상(2020년 기준 1960.12.31.이전 출생) 직계비속... 홈택스 연말정산간소화 부양가족 등록 홈택스 연말정산 간소화 부양가족 등록은 연말정산에 공제를 받겠다고... ,나이요건 배우자 나이제한없음 직계존속 만60세이상 2020년 기준 1960.12.31.이전 출생 직계비속. 홈택스 연말정산간소화 부양가족 등록 홈택스 연말정산 간소화 부양가족 등록은 연말정산에 공제를 받겠다고.,0,96,117,5,19.2,17.870646322950943,39,25,1,1,0,3,0.6410256410256411,0.02564102564102564,0.02564102564102564,0.0,0.07692307692307693,0.2604166666666667,0.03125,0,0,5,0,0,0,0.052083333333333336
"2020 연말정산 미리보기로... 월세, 달라지는 소득공제등 알아보기",전문_정보,"소득공제등에 대하여 알아봅니다 연말 정산,미리보기서비스이용, 2020 달라지는 공제,정산시기... 세금을 정산하는 과정을 말합니다. &lt;2&gt;.2020년 1월 연말 정산 미리 보기 써비스 이용하기 2020년 1월 2019년도... ",소득공제등에 대하여 알아봅니다 연말 정산 미리보기서비스이용 2020 달라지는 공제 정산시기. 세금을 정산하는 과정을 말합니다. 2 .2020년 1월 연말 정산 미리 보기 써비스 이용하기 2020년 1월 2019년도.,0,95,120,4,23.75,16.068213964221414,42,21,5,0,0,4,0.5,0.11904761904761904,0.0,0.0,0.09523809523809523,0.22105263157894736,0.042105263157894736,0,0,4,0,0,0,0.042105263157894736
"강남역 맛집 - 토끼정, 커리하우스빈103",맛집_리뷰,"이번에 강남역 토끼정 다녀왔는데 생각보다 분위기가 편해서 좋았어요. 음식도 깔끔하게 나와서 부담 없이 먹기 괜찮았고, 다음에 근처 가면 또 들러보고 싶더라고요. 사진으로 남겨두기에도 괜찮아서 기억에 오래 남을 것 같아요.",이번에 강남역 토끼정 다녀왔는데 생각보다 분위기가 편해서 좋았어요. 음식도 깔끔하게 나와서 부담 없이 먹기 괜찮았고 다음에 근처 가면 또 들러보고 싶더라고요. 사진으로 남겨두기에도 괜찮아서 기억에 오래 남을 것 같아요.,1,94,122,3,31.333333333333332,4.988876515698588,44,19,5,6,2,9,0.4318181818181818,0.11363636363636363,0.13636363636363635,0.045454545454545456,0.20454545454545456,0.20212765957446807,0.09574468085106383,2,0,3,0,0,0,0.031914893617021274
차이니즈 레스토랑 위크 강남역 맛집 스트릿 USBEEF 우육탕면,맛집_리뷰,가볍게 차이니즈 레스토랑에서 식사했는데 분위기가 너무 시끄럽지 않아 편했어요. 대표 메뉴가 깔끔했고 가격도 크게 부담스럽지 않아서 한 번쯤 가볼 만했답니다. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요.,가볍게 차이니즈 레스토랑에서 식사했는데 분위기가 너무 시끄럽지 않아 편했어요. 대표 메뉴가 깔끔했고 가격도 크게 부담스럽지 않아서 한 번쯤 가볼 만했답니다. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요.,1,92,122,3,30.666666666666668,4.784233364802441,44,17,8,6,2,6,0.38636363636363635,0.18181818181818182,0.13636363636363635,0.045454545454545456,0.13636363636363635,0.18478260869565216,0.06521739130434782,3,0,3,0,0,0,0.03260869565217391
강남역맛집:드뎌 먹었본 흑당버블티 타이거슈거,맛집_리뷰,"가볍게 강남역맛집 다녀왔는데 생각보다 분위기가 편해서 좋았어요. 음식도 깔끔하게 나와서 부담 없이 먹기 괜찮았고, 다음에 근처 가면 또 들러보고 싶더라고요. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다.",가볍게 강남역맛집 다녀왔는데 생각보다 분위기가 편해서 좋았어요. 음식도 깔끔하게 나와서 부담 없이 먹기 괜찮았고 다음에 근처 가면 또 들러보고 싶더라고요. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다.,1,93,119,3,31.0,5.0990195135927845,38,15,6,8,1,5,0.39473684210526316,0.15789473684210525,0.21052631578947367,0.02631578947368421,0.13157894736842105,0.16129032258064516,0.053763440860215055,2,0,3,0,0,0,0.03225806451612903
20191110_강남_하루하루(#강남역맛집),맛집_리뷰,오랜만에 20191110_강남_하루하루에서 식사했는데 분위기가 너무 시끄럽지 않아 편했어요. 대표 메뉴가 깔끔했고 가격도 크게 부담스럽지 않아서 한 번쯤 가볼 만했답니다. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요.,오랜만에 20191110 강남 하루하루에서 식사했는데 분위기가 너무 시끄럽지 않아 편했어요. 대표 메뉴가 깔끔했고 가격도 크게 부담스럽지 않아서 한 번쯤 가볼 만했답니다. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요.,1,96,122,3,32.0,8.602325267042627,42,14,8,5,1,8,0.3333333333333333,0.19047619047619047,0.11904761904761904,0.023809523809523808,0.19047619047619047,0.14583333333333334,0.08333333333333333,2,0,3,0,0,0,0.03125
크리스마스 분위기 가득나는 강남역 맛집 바비레드에서... ,맛집_리뷰,"크리스마스 분위기 다녀왔는데 생각보다 분위기가 편해서 좋았어요. 음식도 깔끔하게 나와서 부담 없이 먹기 괜찮았고, 다음에 근처 가면 또 들러보고 싶더라고요. 전체적으로 무난하면서도 기분 좋게 마무리할 수 있었어요.",크리스마스 분위기 다녀왔는데 생각보다 분위기가 편해서 좋았어요. 음식도 깔끔하게 나와서 부담 없이 먹기 괜찮았고 다음에 근처 가면 또 들러보고 싶더라고요. 전체적으로 무난하면서도 기분 좋게 마무리할 수 있었어요.,1,92,118,3,30.666666666666668,5.436502143433363,39,17,6,6,1,5,0.4358974358974359,0.15384615384615385,0.15384615384615385,0.02564102564102564,0.1282051282051282,0.18478260869565216,0.05434782608695652,1,0,3,0,0,0,0.03260869565217391
2019년 12월의 일상 (사진스압),맛집_리뷰,"오랜만에 12월의 다녀왔는데 생각보다 분위기가 편해서 좋았어요. 음식도 깔끔하게 나와서 부담 없이 먹기 괜찮았고, 다음에 근처 가면 또 들러보고 싶더라고요. 사진으로 남겨두기에도 괜찮아서 기억에 오래 남을 것 같아요.",오랜만에 12월의 다녀왔는데 생각보다 분위기가 편해서 좋았어요. 음식도 깔끔하게 나와서 부담 없이 먹기 괜찮았고 다음에 근처 가면 또 들러보고 싶더라고요. 사진으로 남겨두기에도 괜찮아서 기억에 오래 남을 것 같아요.,1,93,120,3,31.0,5.0990195135927845,44,16,5,6,2,9,0.36363636363636365,0.11363636363636363,0.13636363636363635,0.045454545454545456,0.20454545454545456,0.17204301075268819,0.0967741935483871,2,0,3,0,0,0,0.03225806451612903
[강남역맛집] 홍콩식... 탄탄면이 생각나면 _ 제레미20 강남역점,맛집_리뷰,"이번에 강남역맛집 홍콩식... 다녀왔는데 생각보다 분위기가 편해서 좋았어요. 음식도 깔끔하게 나와서 부담 없이 먹기 괜찮았고, 다음에 근처 가면 또 들러보고 싶더라고요. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요.",이번에 강남역맛집 홍콩식. 다녀왔는데 생각보다 분위기가 편해서 좋았어요. 음식도 깔끔하게 나와서 부담 없이 먹기 괜찮았고 다음에 근처 가면 또 들러보고 싶더라고요. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요.,1,95,126,4,23.75,9.33742469849155,46,20,6,6,2,6,0.43478260869565216,0.13043478260869565,0.13043478260869565,0.043478260869565216,0.13043478260869565,0.21052631578947367,0.06315789473684211,2,0,4,0,0,0,0.042105263157894736
유나이티드 갤러리 2019년 9월 U매거진 셋째주 전시_다나 박... ,맛집_리뷰,이번에 친구랑 유나이티드 갤러리에 갔는데 전체적으로 무난해서 좋았어요. 음식 나오는 속도도 괜찮고 맛도 기대 이상이라 근처 맛집 찾는 분들께 추천드려요. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다.,이번에 친구랑 유나이티드 갤러리에 갔는데 전체적으로 무난해서 좋았어요. 음식 나오는 속도도 괜찮고 맛도 기대 이상이라 근처 맛집 찾는 분들께 추천드려요. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다.,1,92,118,3,30.666666666666668,3.39934634239519,44,18,7,5,0,9,0.4090909090909091,0.1590909090909091,0.11363636363636363,0.0,0.20454545454545456,0.1956521739130435,0.09782608695652174,2,0,3,0,0,0,0.03260869565217391
