title,category,content_raw,content_clean,is_ai,ai_type,char_count,raw_length,sentence_count,avg_sentence_len,sentence_len_std,total_tokens,noun_count,verb_count,adjective_count,adverb_count,josa_count,noun_ratio,verb_ratio,adjective_ratio,adverb_ratio,josa_ratio,noun_density,josa_density,friendly_ending_count,llm_style_count,period_count,exclamation_count,question_count,tilde_count,punctuation_ratio
[강남역 맛집] 바비레드 추천,맛집_리뷰,바비레드 이름은 몇 번 봤는데 이제야 가봄. 양은 생각보다 괜찮고 맛은 익숙한 쪽. 웨이팅 길면 굳이 기다릴 정도는 아닌 듯. 가격은 막 싸진 않았고 위치는 찾기 쉬운 편. 딱히 특별하진 않은데 기억은 남는 편이다. 가격은 막 싸진 않았고 위치는 찾기 쉬운 편.,바비레드 이름은 몇 번 봤는데 이제야 가봄. 양은 생각보다 괜찮고 맛은 익숙한 쪽. 웨이팅 길면 굳이 기다릴 정도는 아닌 듯. 가격은 막 싸진 않았고 위치는 찾기 쉬운 편. 딱히 특별하진 않은데 기억은 남는 편이다. 가격은 막 싸진 않았고 위치는 찾기 쉬운 편.,1,AI_v2,105,146,6,17.5,0.7637626158259734,60,27,9,8,0,10,0.45,0.15,0.13333333333333333,0.0,0.16666666666666666,0.2571428571428571,0.09523809523809523,0,0,6,0,0,0,0.05714285714285714
"강남역 맛집 바비레드, 아들과 동행",맛집_리뷰,"연출한다는 강남역 파스타 맛집, 바비레드로 go go 강남역 맛집 매운 갈비 파스타의 원조! 한식과... 영업시간 11:30 ~ 22:00 ☎ 02 - 3452 - 1515 BTS 팝업스토어 매장 바로 근처에 있는 바비레드 강남점 ★ 2019년 10월... ",연출한다는 강남역 파스타 맛집 바비레드로 go go 강남역 맛집 매운 갈비 파스타의 원조! 한식과. 영업시간 11 30 ~ 22 00 02 3452 1515 BTS 팝업스토어 매장 바로 근처에 있는 바비레드 강남점 2019년 10월.,0,Human,98,130,3,32.666666666666664,21.561282171728305,46,23,0,2,0,4,0.5,0.0,0.043478260869565216,0.0,0.08695652173913043,0.23469387755102042,0.04081632653061224,0,0,2,1,0,1,0.04081632653061224
강남역 맛집  한성 돈까스 서울 돈까스 추천 신사 맛집,맛집_리뷰,한성 돈까스 사진 몇 장 남김. 조명 때문에 음식 색은 잘 나오는 편이었고 실제 맛도 크게 다르진 않았다. 테이블은 조금 좁아서 그건 아쉬웠음. 가격은 막 싸진 않았고 위치는 찾기 쉬운 편. 사람이 좀 있어서 조용한 느낌은 아니었음.,한성 돈까스 사진 몇 장 남김. 조명 때문에 음식 색은 잘 나오는 편이었고 실제 맛도 크게 다르진 않았다. 테이블은 조금 좁아서 그건 아쉬웠음. 가격은 막 싸진 않았고 위치는 찾기 쉬운 편. 사람이 좀 있어서 조용한 느낌은 아니었음.,1,AI_v2,94,130,5,18.8,6.0133185513491645,50,22,7,7,1,8,0.44,0.14,0.14,0.02,0.16,0.23404255319148937,0.0851063829787234,0,0,5,0,0,0,0.05319148936170213
[오사카 일상] 아이폰12프로... ~ (feat.아이폰11 중고팔기),상품_리뷰,며칠 동안 오사카 아이폰12프로...를 써봤는데 생각보다 손이 자주 가더라고요. 사용법도 어렵지 않고 마감도 괜찮아서 전체적으로 만족했어요. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요.,며칠 동안 오사카 아이폰12프로.를 써봤는데 생각보다 손이 자주 가더라고요. 사용법도 어렵지 않고 마감도 괜찮아서 전체적으로 만족했어요. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요.,1,AI_v1,110,139,5,22.0,4.47213595499958,52,20,9,6,1,8,0.38461538461538464,0.17307692307692307,0.11538461538461539,0.019230769230769232,0.15384615384615385,0.18181818181818182,0.07272727272727272,3,0,5,0,0,0,0.045454545454545456
케이스티파이 20% 할인코드  feat. 아이폰11 케이스 추천,상품_리뷰,"케이스티파이 20%는 가볍게 써보기 좋은 제품이었어요. 기대를 너무 크게 하지 않으면 만족도가 높고, 실사용 기준으로는 꽤 괜찮게 느껴졌답니다. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다. 전체적으로 무난하면서도 기분 좋게 마무리할 수 있었어요.",케이스티파이 20 는 가볍게 써보기 좋은 제품이었어요. 기대를 너무 크게 하지 않으면 만족도가 높고 실사용 기준으로는 꽤 괜찮게 느껴졌답니다. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다. 전체적으로 무난하면서도 기분 좋게 마무리할 수 있었어요.,1,AI_v1,112,144,4,28.0,5.244044240850758,51,20,10,9,1,5,0.39215686274509803,0.19607843137254902,0.17647058823529413,0.0196078431372549,0.09803921568627451,0.17857142857142858,0.044642857142857144,2,0,4,0,0,0,0.03571428571428571
"[2020 연말정산]총급여액, 근로소득공제, 근로소득금액",전문_정보,"근로소득공제한도 2000만원 2020년 소득부터는 근로소득공제에 한도가 생겨 2000만원까지만... 총급여액, 근로소득공제, 근로소득금액은 근로자가 바꿀수 없는 부분이긴하지만 전체 연말정산 과정에... ",근로소득공제한도 2000만원 2020년 소득부터는 근로소득공제에 한도가 생겨 2000만원까지만. 총급여액 근로소득공제 근로소득금액은 근로자가 바꿀수 없는 부분이긴하지만 전체 연말정산 과정에.,0,Human,89,106,2,44.5,1.5,36,19,3,1,0,6,0.5277777777777778,0.08333333333333333,0.027777777777777776,0.0,0.16666666666666666,0.21348314606741572,0.06741573033707865,0,0,2,0,0,0,0.02247191011235955
아이폰 11PRO 펭수 폰케이스 내돈내산,상품_리뷰,"아이폰을 며칠 써봤다. 기능은 평범하지만 안정적이고, 크게 거슬리는 부분은 없었다. 필요한 사람한테는 괜찮은 선택일 듯. 가격은 막 싸진 않았고 위치는 찾기 쉬운 편. 엄청난 건 아니고 그냥 기록용. 기대치를 낮추고 가면 무난한 정도.",아이폰을 며칠 써봤다. 기능은 평범하지만 안정적이고 크게 거슬리는 부분은 없었다. 필요한 사람한테는 괜찮은 선택일 듯. 가격은 막 싸진 않았고 위치는 찾기 쉬운 편. 엄청난 건 아니고 그냥 기록용. 기대치를 낮추고 가면 무난한 정도.,1,AI_v2,98,130,6,16.333333333333332,4.988876515698588,54,23,7,7,0,9,0.42592592592592593,0.12962962962962962,0.12962962962962962,0.0,0.16666666666666666,0.23469387755102042,0.09183673469387756,0,0,6,0,0,0,0.061224489795918366
"[강남역 맛집] 소고기 제대로 맛보기 , 창고43 강남점",맛집_리뷰,"소고기 제대로 먹고 옴. 사람 많고 조금 정신없었지만 음식은 괜찮았다. 가격은 보통, 위치는 편한 편이라 약속 전후로 들르기 좋음. 사람이 좀 있어서 조용한 느낌은 아니었음. 엄청난 건 아니고 그냥 기록용. 시간 맞으면 한 번쯤 들를만함.",소고기 제대로 먹고 옴. 사람 많고 조금 정신없었지만 음식은 괜찮았다. 가격은 보통 위치는 편한 편이라 약속 전후로 들르기 좋음. 사람이 좀 있어서 조용한 느낌은 아니었음. 엄청난 건 아니고 그냥 기록용. 시간 맞으면 한 번쯤 들를만함.,1,AI_v2,98,132,6,16.333333333333332,4.784233364802441,52,23,5,10,0,7,0.4423076923076923,0.09615384615384616,0.19230769230769232,0.0,0.1346153846153846,0.23469387755102042,0.07142857142857142,0,0,6,0,0,0,0.061224489795918366
[연말정산] 2020년 귀속 연말정산 모의계산,전문_정보,2020년 귀속 연말정산은 내년인 2021년이지만 그 전에 내가 얼마나 환급 받을 수 있는지 예산 금액을... ② 계산하기 클릭하면 근로소득공제가 자동계산되어 근로소득금액이 확인됩니다. ③ 2020년 한해동안... ,2020년 귀속 연말정산은 내년인 2021년이지만 그 전에 내가 얼마나 환급 받을 수 있는지 예산 금액을. 계산하기 클릭하면 근로소득공제가 자동계산되어 근로소득금액이 확인됩니다. 2020년 한해동안.,0,Human,89,111,3,29.666666666666668,14.613540144521982,43,23,5,1,0,7,0.5348837209302325,0.11627906976744186,0.023255813953488372,0.0,0.16279069767441862,0.25842696629213485,0.07865168539325842,0,0,3,0,0,0,0.033707865168539325
【2020년 연말정산】 월세세액공제 대상자 및 공제율 10~12%,전문_정보,# 월세세액공제 2019년 귀속분 연말정산에 대한 2020년 세법개정을 반영하였습니다. 연말정산 월세세액공제 대상 해당(체크) 0 X 국민주택규모 85㎡ 이하 또는 기준시가 3억원이하 (주거용오피스텔... ,월세세액공제 2019년 귀속분 연말정산에 대한 2020년 세법개정을 반영하였습니다. 연말정산 월세세액공제 대상 해당 체크 0 X 국민주택규모 85 이하 또는 기준시가 3억원이하 주거용오피스텔.,0,Human,86,107,2,43.0,4.0,39,25,1,0,1,2,0.6410256410256411,0.02564102564102564,0.0,0.02564102564102564,0.05128205128205128,0.29069767441860467,0.023255813953488372,0,0,2,0,0,0,0.023255813953488372
2020년 연말정산 소득공제 달라진 점 알아보기!,전문_정보,2020년 연말정산 소득공제 달라진 점 알아보기! 해마다 1월 중순경이면 #연말정산 서류 제출하느라고 학교에 나가야 한답니다. 행정실에서 필요한 구비서류 안내가 있고요. #국세청홈텍스... ,2020년 연말정산 소득공제 달라진 점 알아보기! 해마다 1월 중순경이면 서류 제출하느라고 학교에 나가야 한답니다. 행정실에서 필요한 구비서류 안내가 있고요.,0,Human,70,88,3,23.333333333333332,4.189935029992178,30,14,4,2,1,4,0.4666666666666667,0.13333333333333333,0.06666666666666667,0.03333333333333333,0.13333333333333333,0.2,0.05714285714285714,1,0,2,1,0,0,0.04285714285714286
2020년 연말정산 미리준비하기 - 12월에 해야 할 것,전문_정보,연말정산 때문에 하루가 조금 정신없었다. 막 큰일은 아닌데 은근 신경 쓰임. 그래도 지나고 나니 별거 아니긴 하다. 이런 곳도 있었네 싶었다. 시간 맞으면 한 번쯤 들를만함. 급하게 정한 일정치고는 나쁘지 않았다. 막 특별하진 않아도 당시 느낌은 남아 있어서 적어둠.,연말정산 때문에 하루가 조금 정신없었다. 막 큰일은 아닌데 은근 신경 쓰임. 그래도 지나고 나니 별거 아니긴 하다. 이런 곳도 있었네 싶었다. 시간 맞으면 한 번쯤 들를만함. 급하게 정한 일정치고는 나쁘지 않았다. 막 특별하진 않아도 당시 느낌은 남아 있어서 적어둠.,1,AI_v2,111,149,7,15.857142857142858,3.356382892705923,56,23,9,9,1,6,0.4107142857142857,0.16071428571428573,0.16071428571428573,0.017857142857142856,0.10714285714285714,0.2072072072072072,0.05405405405405406,0,0,7,0,0,0,0.06306306306306306
아이폰11pro/ 김혜수 아르노 폰 스트랩/ 내돈내산후기,상품_리뷰,가격은 29000원인데 마침 SSF몰에도 입점되어서 할인하고 있길래 26000원대 구매했다 포장이 군더더기 없이 깔끔하게 왔다 포장되어있는 상태로는 굉장히 가벼웠다 내 폰은 아이폰11pro니까 포장지를 벗겨보면... ,가격은 29000원인데 마침 SSF몰에도 입점되어서 할인하고 있길래 26000원대 구매했다 포장이 군더더기 없이 깔끔하게 왔다 포장되어있는 상태로는 굉장히 가벼웠다 내 폰은 아이폰11pro니까 포장지를 벗겨보면.,0,Human,96,118,1,96.0,0.0,40,13,8,4,1,6,0.325,0.2,0.1,0.025,0.15,0.13541666666666666,0.0625,0,0,1,0,0,0,0.010416666666666666
연말정산 의료비 공제에서 실비보험 제외(실손의료보험금 자료... ,전문_정보,연말정산은 생각보다 시간이 걸렸다. 중간에 귀찮아서 멈출까 했는데 일단 끝내긴 함. 다음엔 조금 더 빨리 할 수 있을 듯. 사진은 몇 장 찍었는데 정리는 나중에 해야겠다. 기대치를 낮추고 가면 무난한 정도. 급하게 정한 일정치고는 나쁘지 않았다.,연말정산은 생각보다 시간이 걸렸다. 중간에 귀찮아서 멈출까 했는데 일단 끝내긴 함. 다음엔 조금 더 빨리 할 수 있을 듯. 사진은 몇 장 찍었는데 정리는 나중에 해야겠다. 기대치를 낮추고 가면 무난한 정도. 급하게 정한 일정치고는 나쁘지 않았다.,1,AI_v2,102,137,6,17.0,2.309401076758503,55,22,9,4,1,12,0.4,0.16363636363636364,0.07272727272727272,0.01818181818181818,0.21818181818181817,0.21568627450980393,0.11764705882352941,0,0,6,0,0,0,0.058823529411764705
"아이폰11프로 케이스, 주파집... 링케  에어S케이스 내돈내산 비교",상품_리뷰,"#아이폰11프로 를 사용하고 있는데 생폰으로 쓰고 싶지만, 떨어트리면 산산조각 날까봐 아직까지... 색상은 주파집이, 단단하고 보호가 잘되는 점에서는 링케 케이스가 맘에 든다 ^ㅡ^ #내돈내산 #솔직후기 #비교... ",를 사용하고 있는데 생폰으로 쓰고 싶지만 떨어트리면 산산조각 날까봐 아직까지. 색상은 주파집이 단단하고 보호가 잘되는 점에서는 링케 케이스가 맘에 든다,0,Human,65,84,2,32.5,1.0,34,13,6,2,1,10,0.38235294117647056,0.17647058823529413,0.058823529411764705,0.029411764705882353,0.29411764705882354,0.2,0.15384615384615385,0,0,1,0,0,0,0.015384615384615385
"강남 복어,강남 복집,강남역 복집 [강남 복칼국수]",맛집_리뷰,"강남 복어 다녀왔는데 생각보다 분위기가 편해서 좋았어요. 음식도 깔끔하게 나와서 부담 없이 먹기 괜찮았고, 다음에 근처 가면 또 들러보고 싶더라고요. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요.",강남 복어 다녀왔는데 생각보다 분위기가 편해서 좋았어요. 음식도 깔끔하게 나와서 부담 없이 먹기 괜찮았고 다음에 근처 가면 또 들러보고 싶더라고요. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요.,1,AI_v1,107,139,4,26.75,6.6473679001541655,49,18,9,6,2,9,0.3673469387755102,0.1836734693877551,0.12244897959183673,0.04081632653061224,0.1836734693877551,0.16822429906542055,0.08411214953271028,1,0,4,0,0,0,0.037383177570093455
"보너스, 2020년 연말정산 - 4... 팁, 연말정산 세액공제 강의... ",전문_정보,보너스 연말정산 관련해서 그냥 남겨둠. 별일은 아니었는데 지나고 보니 기억날 것 같아서 적는다. 이런 날도 있었지 하는 정도. 엄청난 건 아니고 그냥 기록용. 다음엔 다른 메뉴도 봐야 할 듯. 이런 곳도 있었네 싶었다.,보너스 연말정산 관련해서 그냥 남겨둠. 별일은 아니었는데 지나고 보니 기억날 것 같아서 적는다. 이런 날도 있었지 하는 정도. 엄청난 건 아니고 그냥 기록용. 다음엔 다른 메뉴도 봐야 할 듯. 이런 곳도 있었네 싶었다.,1,AI_v2,90,122,6,15.0,4.43471156521669,46,17,11,8,0,4,0.3695652173913043,0.2391304347826087,0.17391304347826086,0.0,0.08695652173913043,0.18888888888888888,0.044444444444444446,0,0,6,0,0,0,0.06666666666666667
"2020년 연말정산, 신용카드 소득공제 및 제외항목",전문_정보,"적용 2020년은 상한액 250만원에 30만원 추가 280만원이 소득공제 대상입니다. 소득에서 공제된 금액이 24% 세율에 적용된다면 280만원의 24%를 환급받습니다. 20201년 1월 연말정산 후 672,000원을 환급... ",적용 2020년은 상한액 250만원에 30만원 추가 280만원이 소득공제 대상입니다. 소득에서 공제된 금액이 24 세율에 적용된다면 280만원의 24 를 환급받습니다. 20201년 1월 연말정산 후 672 000원을 환급.,0,Human,99,124,3,33.0,6.48074069840786,42,16,3,1,0,3,0.38095238095238093,0.07142857142857142,0.023809523809523808,0.0,0.07142857142857142,0.16161616161616163,0.030303030303030304,0,0,3,0,0,0,0.030303030303030304
[연말정산] 2020년 연말정산 ‘신용카드’공제혜택 정리!,전문_정보,"요즘 연말정산 연말정산 때문에 생각이 많았는데, 직접 해보니 생각보다 어렵지 않았어요. 천천히 정리하니 마음도 조금 편해진 느낌입니다. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요. 사진으로 남겨두기에도 괜찮아서 기억에 오래 남을 것 같아요.",요즘 연말정산 연말정산 때문에 생각이 많았는데 직접 해보니 생각보다 어렵지 않았어요. 천천히 정리하니 마음도 조금 편해진 느낌입니다. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요. 사진으로 남겨두기에도 괜찮아서 기억에 오래 남을 것 같아요.,1,AI_v1,108,143,4,27.0,6.041522986797286,53,22,6,8,3,9,0.41509433962264153,0.11320754716981132,0.1509433962264151,0.05660377358490566,0.16981132075471697,0.2037037037037037,0.08333333333333333,2,0,4,0,0,0,0.037037037037037035
아이폰 가죽케이스 커스텀 이니셜각인 까지(아이폰11프로... ,상품_리뷰,"아이폰 가죽케이스는 직접 써보니 장단점이 분명했어요. 그래도 가격이나 사용감까지 생각하면 꽤 무난했고, 필요한 분들께는 참고가 될 것 같아요. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요.",아이폰 가죽케이스는 직접 써보니 장단점이 분명했어요. 그래도 가격이나 사용감까지 생각하면 꽤 무난했고 필요한 분들께는 참고가 될 것 같아요. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요.,1,AI_v1,108,143,4,27.0,5.787918451395113,58,23,11,5,3,9,0.39655172413793105,0.1896551724137931,0.08620689655172414,0.05172413793103448,0.15517241379310345,0.21296296296296297,0.08333333333333333,3,0,4,0,0,0,0.037037037037037035
[강남역 맛집/강남역 샐러드] 피그인더가든,맛집_리뷰,피그인더가든은 사진으로 봤던 느낌이랑 비슷했다. 음식 비주얼은 괜찮고 양도 보통. 먹다 보니 금방 배불러서 남길 뻔했다. 엄청난 건 아니고 그냥 기록용. 다음엔 다른 메뉴도 봐야 할 듯. 사람이 좀 있어서 조용한 느낌은 아니었음.,피그인더가든은 사진으로 봤던 느낌이랑 비슷했다. 음식 비주얼은 괜찮고 양도 보통. 먹다 보니 금방 배불러서 남길 뻔했다. 엄청난 건 아니고 그냥 기록용. 다음엔 다른 메뉴도 봐야 할 듯. 사람이 좀 있어서 조용한 느낌은 아니었음.,1,AI_v2,96,128,6,16.0,3.2145502536643185,51,21,7,9,0,7,0.4117647058823529,0.13725490196078433,0.17647058823529413,0.0,0.13725490196078433,0.21875,0.07291666666666667,0,0,6,0,0,0,0.0625
"강남역맛집, 마녀주방 피자와브리또 솔직후기!",맛집_리뷰,강남역 마녀주방 ! 마녀식당인지 마녀주방인지 이름이 왜이리 헷갈리는거죠?;ㅋㅋㅋㅋㅋ 무튼 무사히 찾았습니다 강남역맛집 을 키워드로 검색하면 거의 상위권에 마녀주방이 떠있더라구요! 을매나 맛집일까... ,강남역 마녀주방 ! 마녀식당인지 마녀주방인지 이름이 왜이리 헷갈리는거죠? 무튼 무사히 찾았습니다 강남역맛집 을 키워드로 검색하면 거의 상위권에 마녀주방이 떠있더라구요! 을매나 맛집일까.,0,Human,83,103,4,20.75,14.095655359010449,43,21,5,2,1,9,0.4883720930232558,0.11627906976744186,0.046511627906976744,0.023255813953488372,0.20930232558139536,0.25301204819277107,0.10843373493975904,0,0,1,2,1,0,0.04819277108433735
[리뷰]애플 유저 아이폰11프로... 펜슬 2세대 내돈내산 구매 후기,상품_리뷰,애플 유저 사용해보니 처음 기대했던 것보다 만족도가 괜찮았어요. 큰 단점은 없었고 일상에서 쓰기 편해서 당분간 계속 써볼 생각입니다. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다.,애플 유저 사용해보니 처음 기대했던 것보다 만족도가 괜찮았어요. 큰 단점은 없었고 일상에서 쓰기 편해서 당분간 계속 써볼 생각입니다. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다.,1,AI_v1,107,142,4,26.75,1.920286436967152,51,22,7,10,1,6,0.43137254901960786,0.13725490196078433,0.19607843137254902,0.0196078431372549,0.11764705882352941,0.205607476635514,0.056074766355140186,2,0,4,0,0,0,0.037383177570093455
강남역 맛집 존맛 또 가야지~,맛집_리뷰,"신논현역과 강남역 사이에 있어요. 강남역 11번이나 12번 출구 혹은 신논현역 4, 5번 출구로 나오면... 강남역 맛집 칵테일도 옴총 저렴하니까 맛있는 음식에 칵테일 한 잔 하려면 차는 두고 오시는 게 더 이득인... ",신논현역과 강남역 사이에 있어요. 강남역 11번이나 12번 출구 혹은 신논현역 4 5번 출구로 나오면. 강남역 맛집 칵테일도 옴총 저렴하니까 맛있는 음식에 칵테일 한 잔 하려면 차는 두고 오시는 게 더 이득인.,0,Human,87,117,3,29.0,11.430952132988164,45,21,5,3,1,8,0.4666666666666667,0.1111111111111111,0.06666666666666667,0.022222222222222223,0.17777777777777778,0.2413793103448276,0.09195402298850575,0,0,3,0,0,0,0.034482758620689655
2020.05.16 내돈내산 아이폰11 구매후기,상품_리뷰,며칠 동안 .05.16 내돈내산을 써봤는데 생각보다 손이 자주 가더라고요. 사용법도 어렵지 않고 마감도 괜찮아서 전체적으로 만족했어요. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다.,며칠 동안 .05.16 내돈내산을 써봤는데 생각보다 손이 자주 가더라고요. 사용법도 어렵지 않고 마감도 괜찮아서 전체적으로 만족했어요. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다.,1,AI_v1,110,143,6,18.333333333333332,10.192589900947103,54,20,8,8,1,7,0.37037037037037035,0.14814814814814814,0.14814814814814814,0.018518518518518517,0.12962962962962962,0.18181818181818182,0.06363636363636363,4,0,6,0,0,0,0.05454545454545454
S_Diary : 2019년 9월 7-8일 일상(◍•ᴗ... ,맛집_리뷰,S_Diary 9월에서 식사했는데 분위기가 너무 시끄럽지 않아 편했어요. 대표 메뉴가 깔끔했고 가격도 크게 부담스럽지 않아서 한 번쯤 가볼 만했답니다. 사진으로 남겨두기에도 괜찮아서 기억에 오래 남을 것 같아요.,S Diary 9월에서 식사했는데 분위기가 너무 시끄럽지 않아 편했어요. 대표 메뉴가 깔끔했고 가격도 크게 부담스럽지 않아서 한 번쯤 가볼 만했답니다. 사진으로 남겨두기에도 괜찮아서 기억에 오래 남을 것 같아요.,1,AI_v1,91,118,3,30.333333333333332,3.0912061651652345,44,14,7,5,2,8,0.3181818181818182,0.1590909090909091,0.11363636363636363,0.045454545454545456,0.18181818181818182,0.15384615384615385,0.08791208791208792,3,0,3,0,0,0,0.03296703296703297
[내돈내산] 아이폰11프로 구매후기 : 아이폰 갤럭시... ,상품_리뷰,"안녕하세요 찌니입니다:) 드디어 아이폰11프로 스마트폰으로 체인지+_+ 이번년도에 아이폰 나오면 살려했는데, 7플러스를 쓰고 있었는데 점점 통화가 잘안들리면서... 속도도 느린거같고 하자가 점점... ",안녕하세요 찌니입니다 드디어 아이폰11프로 스마트폰으로 체인지 이번년도에 아이폰 나오면 살려했는데 7플러스를 쓰고 있었는데 점점 통화가 잘안들리면서. 속도도 느린거같고 하자가 점점.,0,Human,82,101,2,41.0,27.0,37,13,6,5,1,6,0.35135135135135137,0.16216216216216217,0.13513513513513514,0.02702702702702703,0.16216216216216217,0.15853658536585366,0.07317073170731707,0,0,2,0,0,0,0.024390243902439025
"강남역맛집, 베트남쌀국수 땀땀!",맛집_리뷰,베트남쌀국수 땀땀!는 가게 앞에서 잠깐 기다렸다. 메뉴는 금방 정했고 맛은 평범한데 묘하게 계속 먹게 됨. 다음에 지나가면 또 생각날 수도. 엄청난 건 아니고 그냥 기록용. 가격은 막 싸진 않았고 위치는 찾기 쉬운 편.,베트남쌀국수 땀땀!는 가게 앞에서 잠깐 기다렸다. 메뉴는 금방 정했고 맛은 평범한데 묘하게 계속 먹게 됨. 다음에 지나가면 또 생각날 수도. 엄청난 건 아니고 그냥 기록용. 가격은 막 싸진 않았고 위치는 찾기 쉬운 편.,1,AI_v2,90,122,6,15.0,4.43471156521669,50,24,10,4,0,6,0.48,0.2,0.08,0.0,0.12,0.26666666666666666,0.06666666666666667,0,0,5,1,0,0,0.06666666666666667
내돈내산::벤토사 9H강화유리필름/아이폰 11pro max 추천,상품_리뷰,저는 카카오톡 선물하기 사이트에서 선물받았어요 :) 기종은 아이폰 11pro max에요!! 카카오톡 선물하기로 구매를 해서 포장지 앞에 크게 적혀있네용 너의 액정을 내가 지켜줄게 제발 지켜주라ㅠㅠㅠ 벤토사... ,저는 카카오톡 선물하기 사이트에서 선물받았어요 기종은 아이폰 11pro max에요! 카카오톡 선물하기로 구매를 해서 포장지 앞에 크게 적혀있네용 너의 액정을 내가 지켜줄게 제발 지켜주라 벤토사.,0,Human,85,108,2,42.5,4.5,43,21,7,1,0,9,0.4883720930232558,0.16279069767441862,0.023255813953488372,0.0,0.20930232558139536,0.24705882352941178,0.10588235294117647,0,0,1,1,0,0,0.023529411764705882
"2020년 연말정산, 신용카드 사용금액 소득공제가 제외되는... ",전문_정보,2020년 연말정산중 중요한 신용카드사용금액 소득공제 제외항목은 이중공제적 성격은 다 제외된다고 보면 될듯합니다 교육비또한 교육비 공제항목에 들어가고 기부금 또한 마찬가지 입니다 이래저래 복잡하고... ,2020년 연말정산중 중요한 신용카드사용금액 소득공제 제외항목은 이중공제적 성격은 다 제외된다고 보면 될듯합니다 교육비또한 교육비 공제항목에 들어가고 기부금 또한 마찬가지 입니다 이래저래 복잡하고.,0,Human,89,110,1,89.0,0.0,39,18,5,3,2,3,0.46153846153846156,0.1282051282051282,0.07692307692307693,0.05128205128205128,0.07692307692307693,0.20224719101123595,0.033707865168539325,0,0,1,0,0,0,0.011235955056179775
더 킹 협찬 중인 디팍스케이스 아이폰11과 만나다 (내돈내산후기),상품_리뷰,협찬은 사용법이 어렵진 않았다. 마감은 보통이고 기능은 필요한 만큼만 있는 느낌. 오래 써봐야 알겠지만 첫인상은 나쁘지 않음. 사진은 몇 장 찍었는데 정리는 나중에 해야겠다. 사진은 몇 장 찍었는데 정리는 나중에 해야겠다.,협찬은 사용법이 어렵진 않았다. 마감은 보통이고 기능은 필요한 만큼만 있는 느낌. 오래 써봐야 알겠지만 첫인상은 나쁘지 않음. 사진은 몇 장 찍었는데 정리는 나중에 해야겠다. 사진은 몇 장 찍었는데 정리는 나중에 해야겠다.,1,AI_v2,94,124,5,18.8,2.481934729198171,50,17,9,4,1,13,0.34,0.18,0.08,0.02,0.26,0.18085106382978725,0.13829787234042554,0,0,5,0,0,0,0.05319148936170213
[내돈내산] 아이폰 11 white 128GB ⭐️2주 사용 후기,상품_리뷰,"아이폰11 사고, 그 전에 사용하던 아이폰6 속 파일?들을 모두 옮겨서 크게 다르지 않고 친숙하게 잘 사용하고 있어요~ 워낙 아이폰6가 가볍고 손에 들어오는 크기라 그거에 익숙해 아이폰11을 받은 첫날엔... ",아이폰11 사고 그 전에 사용하던 아이폰6 속 파일?들을 모두 옮겨서 크게 다르지 않고 친숙하게 잘 사용하고 있어요~ 워낙 아이폰6가 가볍고 손에 들어오는 크기라 그거에 익숙해 아이폰11을 받은 첫날엔.,0,Human,86,113,2,43.0,21.0,45,18,8,5,0,7,0.4,0.17777777777777778,0.1111111111111111,0.0,0.15555555555555556,0.20930232558139536,0.08139534883720931,0,0,1,0,1,1,0.03488372093023256
