category,title,content,date,is_ai,ai_type
전문_정보,"2020년 연말정산, 지금부터 계획해야 성공한다",연말정산 지금부터 기록. 특별한 건 없고 그냥 그런 하루였다. 그래도 남겨두면 나중에 다시 볼 때 생각날 것 같음. 사진은 몇 장 찍었는데 정리는 나중에 해야겠다. 이런 곳도 있었네 싶었다. 이런 곳도 있었네 싶었다. 그냥 기록용으로 남겨두면 나중에 다시 보기 괜찮을 듯.,20200102,1,AI_v2
상품_리뷰,아이폰11 PRO 자급제폰 스그 개봉기(+알뜰요금제/할인정보),매장에 있는거 다 꺼내보고 가죽 결이 제일 예쁜걸로 골라옴 아이폰11pro 자급제로 하나 장만하세여 저는 아주 만족중이니께 그럼 안뇽 내돈내산포스팅이지만 파트너스 활동으로 인한 수수료 받을 수 있음,20200319,0,Human
전문_정보,[연말정산] 연말정산 준비하기_연금계좌세액공제,"이번에 요즘 연말정산 때문에 생각이 많았는데, 직접 해보니 생각보다 어렵지 않았어요. 천천히 정리하니 마음도 조금 편해진 느낌입니다. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요.",20200114,1,AI_v1
상품_리뷰,[내돈내산] 아이폰11 후면카메라 수리 후기 (광주 아이폰수리... ,월요일 지난주 수요일에 떨궈서 깨진 내 아이폰11 후면카메라 공식수리센터는 59만원 리퍼를 제안하고 (땡탈락) 중고폰으로 판매하고 공폰이던 고장난 아이폰7 수리해서 사용하고 일년뒤에 바꾸려고 했더니... ,20201012,0,Human
상품_리뷰,아이폰11프로 핸드폰케이스... 투명케이스 ❤️ / 내돈내산... ,"아이폰11프로를 며칠 써봤다. 기능은 평범하지만 안정적이고, 크게 거슬리는 부분은 없었다. 필요한 사람한테는 괜찮은 선택일 듯. 급하게 정한 일정치고는 나쁘지 않았다. 시간 맞으면 한 번쯤 들를만함. 다음엔 다른 메뉴도 봐야 할 듯.",20200215,1,AI_v2
전문_정보,"연말정산 기간에 꼭 체크할 것 : 하는법, 소득공제, 2020... ","연말정산, 2020년에 달라진 점 1. 코로나로 인한 소득공제율 상향 코로나가 경제에 미친 여파가 절정이었던 3~7월동안의 소비에 대해서는 소득공제율 더 높습니다. 아까 소득공제쪽에서 보았던 공제율은... ",20201223,0,Human
상품_리뷰,아이폰12 pro 골드(내돈내산 feat. SK 요금할인받기),핸드폰 바꾸고 싶어서 아이폰12 사전예약만 기다림 마지막에 디자인이 안 예뻐서 아이폰11로 할까 하다가 가격도 비슷하고 그래도 새로 나온 게 성능이 좋을 거 같아서 아이폰12 pro로 고고- 색상도 너무... ,20201105,0,Human
상품_리뷰,아이폰 11PRO 핸드폰케이스 / 케이스티파이 / 내돈내산,"코로나 때문에 집콕으로 인해서 맛집 , 카페도 그렇구 영 ~ 새로운 업뎃 소식이 없었는데 핸드폰 11PRO로 바꾸고 남편이 사준 케이스 후기로 왔음 #케이스티파이 #내돈내산 #아이폰11PRO케이스 영롱한 나의... ",20200825,0,Human
상품_리뷰,"아이폰11프로 슬림케이스로 그립감 좋고, 안정감 좋은... ",아이폰11프로 슬림케이스로는 사용법이 어렵진 않았다. 마감은 보통이고 기능은 필요한 만큼만 있는 느낌. 오래 써봐야 알겠지만 첫인상은 나쁘지 않음. 다음엔 다른 메뉴도 봐야 할 듯. 기대치를 낮추고 가면 무난한 정도.,20201205,1,AI_v2
상품_리뷰,내돈내산  아이폰11프로 케이스 [케이스티파이],아이폰 11프로 케이스의 꽃!!ㅋ 케이스티파이에서 케이스가 와써요~~ 아시죠?? 이걸 해야 인싸... 선물... 아이폰11프로 케이스티파이 네온샌드 케이스는 직접 커스텀이 가능해요 아이폰 11프로 케이스티파이... ,20200303,0,Human
상품_리뷰,내돈내산 ESR 강화유리 필름 붙이기!(아이폰11promax) / 하남... ,내돈내산 써본 기록. 처음엔 별생각 없었는데 며칠 쓰다 보니 편한 부분이 있었다. 아쉬운 점도 조금 있지만 가격 생각하면 무난. 가격은 막 싸진 않았고 위치는 찾기 쉬운 편. 이런 곳도 있었네 싶었다. 딱히 특별하진 않은데 기억은 남는 편이다.,20201019,1,AI_v2
맛집_리뷰,[강남역 맛집] 88년도 개업 모퉁이집 솔직후기,88년도 개업 먹어봄. 맛은 괜찮았고 특별히 불편한 건 없었다. 가게가 조금 북적여서 오래 앉아있긴 애매했고 그냥 식사하고 나오기 좋음. 다음엔 다른 메뉴도 봐야 할 듯. 딱히 특별하진 않은데 기억은 남는 편이다. 급하게 정한 일정치고는 나쁘지 않았다.,20200630,1,AI_v2
맛집_리뷰,[청류벽/서초동] 막국수 3종 맛보기,"막국수 쪽은 사람이 꽤 많았다. 메뉴판 보고 고르는데 가격대는 평범했고, 음식은 간이 센 편. 웨이팅 싫으면 애매한 시간에 가는 게 나을 듯. 시간 맞으면 한 번쯤 들를만함. 시간 맞으면 한 번쯤 들를만함. 시간 맞으면 한 번쯤 들를만함.",20190526,1,AI_v2
상품_리뷰,"[내돈내산, 아이폰11] CASETIFY 케이스 리뷰",내돈주고내가산 리뷰입니다 아이 사진을 찍는단 핑계로 아이폰11을 신랑으로 부터 출산선물로 받았어요(의미부여) 안드로이드 폰의 페이를 포기하고 구매한 첫 아이폰은 저에게 멘붕을 선물해주었습니다... ,20200422,0,Human
상품_리뷰,[리뷰] 아이폰11pro 풀커버 강화유리필름 내돈내산 구매후기... ,한참 검색하고 알아보다가 #빅쏘 #4D강화유리 후기가 좋아보여서 바로 구매함 : ) #아이폰11pro 니까 후면... #아이폰액정보호 #아이폰액정필름 그래서 이제 해보려고 함 - 후어후어 사무실에 가져가서 해봤는데... ,20200402,0,Human
전문_정보,"연말정산 부양가족 인적공제 기준, 소득 및 나이 요건",연말정산 부양가족 관련해서 소소하게 기록해봤어요. 특별한 일은 아니었지만 막상 지나고 보니 은근 기억에 남아서 이렇게 남겨두고 싶더라고요. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요. 사진으로 남겨두기에도 괜찮아서 기억에 오래 남을 것 같아요.,20201220,1,AI_v1
맛집_리뷰,뱅뱅사거리맛집 조순금 닭도리탕 강남역 맛집 회식장소추천,#닭도리탕 #맛집 #뱅뱅사거리맛집 #강남역맛집 #역삼동맛집 #조순금닭도리탕 벌써 2019년 12월달입니다 날씨도 춥고 따뜻하고 얼큰한게 먹고싶어서 집근처 맛집을 찾아다니다 닭도리탕 발견! 찾아보니 조순금... ,20191205,0,Human
상품_리뷰,[애플] 아이폰11 퍼플 128GB 같이 언박싱해요! 내돈내산 후기,애플 사용해보니 처음 기대했던 것보다 만족도가 괜찮았어요. 큰 단점은 없었고 일상에서 쓰기 편해서 당분간 계속 써볼 생각입니다. 다음에는 조금 더 여유 있게 다시 가보고 싶어요. 전체적으로 무난하면서도 기분 좋게 마무리할 수 있었어요.,20200324,1,AI_v1
전문_정보,2020년 연말정산을 준비 하기 필요한 것들...,"가볍게 요즘 연말정산을 준비 때문에 생각이 많았는데, 직접 해보니 생각보다 어렵지 않았어요. 천천히 정리하니 마음도 조금 편해진 느낌입니다. 사진으로 남겨두기에도 괜찮아서 기억에 오래 남을 것 같아요. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요.",20200109,1,AI_v1
맛집_리뷰,강남역 맛집- 쉑쉑버거 Shake Shack  아주 리얼후기,강남역 쉑쉑버거 솔직후기 2019년 7월초. ※우리나라에 쉑쉑버거 처음 오픈한날... 사람들이 줄 엄청 서서 먹었다는 그 ~~&quot;쉑쉑버거&quot; 예전에 뉴스에서 본적있었는데 ..남편이 맛이 궁금하다고 해서 다녀옴 결론은... ,20190725,0,Human
맛집_리뷰,[강남역 맛집] 피그인더가든 강남점,친구랑 강남역에 갔는데 전체적으로 무난해서 좋았어요. 음식 나오는 속도도 괜찮고 맛도 기대 이상이라 근처 맛집 찾는 분들께 추천드려요. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.,20191206,1,AI_v1
전문_정보,신용카드 등 사용금액 소득공제(feat. 2020년 연말정산... ,신용카드 궁금해서 써봤는데 막 놀랄 정도는 아니었다. 그래도 손이 자주 가긴 함. 불편한 점은 조금씩 보이는데 못 쓸 정도는 아님. 가격은 막 싸진 않았고 위치는 찾기 쉬운 편. 사진은 몇 장 찍었는데 정리는 나중에 해야겠다.,20200917,1,AI_v2
상품_리뷰,그립감 좋은 아이폰 11 정품 케이스 후기(소프트 화이트),"#아이폰11케이스, #아이폰11정품케이스, #아이폰11실리콘케이스, #내돈내산 아이폰 12 프로 케이스 뒤지다 착한 가격에 풀린 아이폰 11 정품 케이스 겟했어요. 지난달 말에 주문한 아이폰 12 프로는 언제 올런지... ",20201125,0,Human
상품_리뷰,아이폰11pro vs 아이폰 12pro 비교,쪽이 틀리군요 옛날디자인이랑 비슷해서 반갑네요 간단하게 올려보았어요 ^^; 2탄으로 돌아오겠습니다 #아이폰12pro #아이폰12프로 #아이폰11pro #아이폰11프로 #아이폰11pro아이폰12pro비교 내돈내산,20201102,0,Human
맛집_리뷰,강남역 / 하이디라오 / 훠궈 / 2019.10.02,"강남역 맛집, 하이디라오 방문일 : 2019년 10월 02일 (수요일 저녁) http://naver.me/FcUNJHQJ 전화번호 : 02-533-8260 주소 : 서울 서초구 서초대로77길 54 W-TOWER지도보기 영업시간 : 매일 10:00 - 09:00 매운 음식은 잘 못... ",20200131,0,Human
전문_정보,[연말정산] 2020년 올해 달라진 점은? (ft. 카드공제 혜택 확대),연말정산을 할 때 우리의 세금을 줄여줄 수 있는 가장 중요한 것이 바로 소득공제와 세액공제인데요.... 또한 소비활성화를 위해 2020년 신용카드등 사용분에 대한 소득공제 한도액을 급여 구간마다 30만원씩... ,20201209,0,Human
맛집_리뷰,2019년 5월 서울여행,"유부초밥에게 맛집을 물어봤더니..저런 대답을 저희가 도착해서 처음 먹은 점심메뉴 나정순... 악 강남역 맛집 = 낙원테산도 (7,900원 / 8,900원) 다이노소어렉 칠면조 닭다리 후다닥 먹고, 다음 일정을 위해... ",20190516,0,Human
전문_정보,2020년 연말정산 미리보기 : 소득공제 세액공제 항목 및 확인,연말정산 사진 몇 장 찍어뒀다. 나중에 보면 별거 아닐 수도 있는데 그때 분위기가 있어서 남겨둠. 정리는 천천히 해야겠다. 이런 곳도 있었네 싶었다. 이런 곳도 있었네 싶었다. 시간 맞으면 한 번쯤 들를만함. 엄청 자세한 후기는 아니고 그냥 그때 느낌 위주.,20191112,1,AI_v2
맛집_리뷰,[강남역 맛집] 떡볶이무한리필 즉석떡볶이 '두끼 강남점' 가격인상,#강남역맛집 #강남역두끼 #두끼강남점 #떡볶이무한리필 #즉석떡볶이 #강남맛집 [강남역 맛집]... 강남에서 일 할때는 종종 갔었는데 역삼에서 일하니 자주 안가게되더라구요ㅠ 2019년 1월부터 가격인상 1인당... ,20190327,0,Human
전문_정보,2020 연말정산 달라진 공제항목 살펴보기,연말정산 달라진은 별일 아닌 듯해도 막상 겪어보니 나름 의미가 있었어요. 작은 변화였지만 하루 분위기가 달라져서 기분 좋게 마무리했답니다. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다.,20200107,1,AI_v1
맛집_리뷰,[청류벽/서초동] 막국수 3종 맛보기,친구랑 청류벽에 갔는데 전체적으로 무난해서 좋았어요. 음식 나오는 속도도 괜찮고 맛도 기대 이상이라 근처 맛집 찾는 분들께 추천드려요. 사진으로 남겨두기에도 괜찮아서 기억에 오래 남을 것 같아요. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요.,20190526,1,AI_v1
상품_리뷰,굿즈메이커｜아이폰11 폰케이스 내돈내산 후기 ◡̈,며칠 동안 굿즈메이커｜아이폰11를 써봤는데 생각보다 손이 자주 가더라고요. 사용법도 어렵지 않고 마감도 괜찮아서 전체적으로 만족했어요. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.,20200722,1,AI_v1
상품_리뷰,[내돈내산] 갤럭시20울트라 카메라 리뷰 / 아이폰11 비교,일반모드(야외) 야외에서 찍은 사진은 노트20울트라는 전반적으로 푸른 느낌이고 아이폰 11 은 조금 더... 차가운느낌이고 아이폰 11은 따뜻한 느낌이네요 갤럭시노트20울트라 vs 아이폰 11 촬영이 확실하게... ,20200813,0,Human
맛집_리뷰,강남역 맛집 추천 : 수제맥주펍 브롱스(bronx),수제맥주펍 브롱스 기록. 자리 간격은 넓진 않았고 음식은 바로 먹기 괜찮았다. 막 특별하진 않은데 배고플 때 들르면 나쁘지 않은 정도. 시간 맞으면 한 번쯤 들를만함. 사진은 몇 장 찍었는데 정리는 나중에 해야겠다. 엄청난 건 아니고 그냥 기록용.,20190103,1,AI_v2
상품_리뷰,샤론6 해피베어 아이폰11 케이스 후기 - 만족하는 내돈내산,바로 리뷰 시작하겠습니당 샤론6 해피베어 아이폰11 케이스 소개 샤론6 해피베어 아이폰11 케이스 (출처:무신사) 오늘 리뷰 할 제품은 바로바로 튼튼한 폰케이스를 제작하는 샤론6의 해피베어 아이폰11 케이스!... ,20200820,0,Human
맛집_리뷰,강남역 맛집 / 알요리 전문점 알부자 - 오랫동안 사랑받는 알찜... ,알요리은 사진으로 봤던 느낌이랑 비슷했다. 음식 비주얼은 괜찮고 양도 보통. 먹다 보니 금방 배불러서 남길 뻔했다. 급하게 정한 일정치고는 나쁘지 않았다. 급하게 정한 일정치고는 나쁘지 않았다. 사람이 좀 있어서 조용한 느낌은 아니었음.,20200330,1,AI_v2
전문_정보,"2020년 연말정산 필요서류, 세액 공제 대상은?","생활정보 2020년 연말정산 필요서류, 세액 공제 대상은? 쎄이디 2020. 12. 16. 11:56 (Image Credit: getty's image) 안녕하세요 여러분 쎄이디입니다. 벌써 다음 주면 크리스마스네요. 요번 2020년도는 정말 다사다난한... ",20201216,0,Human
전문_정보,2020년 연말정산 '부동산공제',연말정산 부동산공제 관련해서 소소하게 기록해봤어요. 특별한 일은 아니었지만 막상 지나고 보니 은근 기억에 남아서 이렇게 남겨두고 싶더라고요. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다. 가볍게 보기 좋고 부담 없이 참고하기에도 괜찮았어요.,20201218,1,AI_v1
전문_정보,"[비젠트로] 2020년 연말정산, ' 커진 혜택' 공제 항목 알아보기","금액을 연말에 정산 및 조정하는 행위를 뜻합니다. 쉽게 말해, 세금을 기준액보다 많이 냈을 경우... 세액공제 연말정산 주요 변경사항 - 총급여 7천만 원 이하인 근로자가 산후조리원(｢모자보건법｣ 제2조... ",20191230,0,Human
전문_정보,2020년 연말정산 꿀팁! 전년도와 달라진 내용 확인하고 가세요~,"2020년 연말정산 꿀팁! 새롭게 달라진 점은? '13월의 월급', '13월의 보너스'라고 불리는 연말정산이... 확인해보세요~ &lt;2020 연말정산 기간&gt; 2020.1.15 부터 시작! 1.박물관·미술관 입장료 소득공제 추가 총 급여... ",20200109,0,Human
맛집_리뷰,강남역맛집:드뎌 먹었본 흑당버블티 타이거슈거,"가볍게 강남역맛집 다녀왔는데 생각보다 분위기가 편해서 좋았어요. 음식도 깔끔하게 나와서 부담 없이 먹기 괜찮았고, 다음에 근처 가면 또 들러보고 싶더라고요. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다.",20190805,1,AI_v1
상품_리뷰,"아이폰 중고 저렴한곳 옥션, G마켓 11번가 행복폰 내돈내산 후기",오랜만에 아이폰 사용해보니 처음 기대했던 것보다 만족도가 괜찮았어요. 큰 단점은 없었고 일상에서 쓰기 편해서 당분간 계속 써볼 생각입니다. 다음에는 조금 더 여유 있게 다시 가보고 싶어요. 전체적으로 무난하면서도 기분 좋게 마무리할 수 있었어요.,20201113,1,AI_v1
맛집_리뷰,"강남역 맛집 - 토끼정, 커리하우스빈103",2019년 3월 방문한 강남역 토끼정... 회사 김엉이 다른 회사로 이직후.... 간만에 다 같이 보자고 해서 주말에 날 잡아서 강남역으로 고고!!! 어디 갈까하다가 강남역 맛집으로... ,20190627,0,Human
전문_정보,2020년 연말정산 변경된 혜택,연말정산 관련해서 소소하게 기록해봤어요. 특별한 일은 아니었지만 막상 지나고 보니 은근 기억에 남아서 이렇게 남겨두고 싶더라고요. 사진으로 남겨두기에도 괜찮아서 기억에 오래 남을 것 같아요. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요.,20191116,1,AI_v1
전문_정보,2020 연말정산 달라진 공제항목 살펴보기,"© paralitik, 출처 Unsplash 2020년 연말정산 소득공제 바뀐 항목에 대해 살펴보았습니다! 바뀐 항목을 참고하시고 소득공제 혜택을 폭넓게 누리시길 바랍니다. 감사합니다.",20200107,0,Human
맛집_리뷰,슬라임 + 강남 나폴리회관 + 수지 송정갈비 + 야탑 송화양꼬치,드디어 2019년! 히히 모두 모두 새해 복 많이 받으셔요 집에 들어오는 길에 동생이 과자 사준다고 해서... #강남역맛집 #강남역화덕피자 귀염둥이 동생보다 조금 일찍 도착해서 메뉴판 정독 #콰트로프로마지... ,20190107,0,Human
맛집_리뷰,강남역 맛집 장인닭갈비 줄서서 먹은 보람이 있다!,방문일: 2019년 3월 15일 방문장소: 서울 강남역 장인닭갈비 작성일: 2019년 3월 17일 작성장소: 서울 강남구 삼성동 (코엑스) 서울 강남역 맛집 장인닭갈비 리뷰를 시작합니다. 먼저 장인닭갈비 외관입니다. 눈과... ,20190317,0,Human
맛집_리뷰,"강남역 맛집 - 토끼정, 커리하우스빈103",토끼정은 가게 앞에서 잠깐 기다렸다. 메뉴는 금방 정했고 맛은 평범한데 묘하게 계속 먹게 됨. 다음에 지나가면 또 생각날 수도. 사람이 좀 있어서 조용한 느낌은 아니었음. 사람이 좀 있어서 조용한 느낌은 아니었음. 엄청난 건 아니고 그냥 기록용.,20190627,1,AI_v2
상품_리뷰,(폰케이스 리뷰) 아이폰11 프로맥스 케이스 내돈내산후기,"아이폰11 사용해봄. 장점은 간단하고 단점은 기대보다 평범하다는 것. 그래도 당장 쓰기엔 문제 없고, 재구매는 조금 더 봐야 할 듯. 엄청난 건 아니고 그냥 기록용. 엄청난 건 아니고 그냥 기록용. 급하게 정한 일정치고는 나쁘지 않았다.",20201213,1,AI_v2
상품_리뷰,쿠팡 아이폰 11 Pro Max 애플... 49% 할인값에 득템 내돈내산,쿠팡에서 애플 정품 실리콘 케이스를 할인된 가격에 팔아서 정보 공유차 내돈내산 후기 작성!! 애플... 그렇게 맞이한 아이폰 정품 실리콘 케이스 Blak 블랙색상 파랑성애자라서 파란색 계열 살까하다가... ,20201028,0,Human
상품_리뷰,iPhone 11 Pro 아이폰 11 pro (Feat 내돈내산 후기),"iPhone는 가볍게 써보기 좋은 제품이었어요. 기대를 너무 크게 하지 않으면 만족도가 높고, 실사용 기준으로는 꽤 괜찮게 느껴졌답니다. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요. 전체적으로 무난하면서도 기분 좋게 마무리할 수 있었어요.",20200516,1,AI_v1
전문_정보,2020 연말정산 미리미리 준비하기 [1편] 현금영수증 소득공제... ,연말정산 관련해서 그냥 남겨둠. 별일은 아니었는데 지나고 보니 기억날 것 같아서 적는다. 이런 날도 있었지 하는 정도. 이런 곳도 있었네 싶었다. 이런 곳도 있었네 싶었다. 사람이 좀 있어서 조용한 느낌은 아니었음.,20201013,1,AI_v2
맛집_리뷰,유나이티드 갤러리 2019년 5월 U매거진_첫째주 전시_김병구... ,"유나이티드 다녀왔는데 생각보다 분위기가 편해서 좋았어요. 음식도 깔끔하게 나와서 부담 없이 먹기 괜찮았고, 다음에 근처 가면 또 들러보고 싶더라고요. 사진으로 남겨두기에도 괜찮아서 기억에 오래 남을 것 같아요.",20190426,1,AI_v1
상품_리뷰,[내돈내산] 아이폰11 후면카메라 수리 후기 (광주 아이폰수리... ,"아이폰11 후면카메라 사용해봄. 장점은 간단하고 단점은 기대보다 평범하다는 것. 그래도 당장 쓰기엔 문제 없고, 재구매는 조금 더 봐야 할 듯. 엄청난 건 아니고 그냥 기록용. 사람이 좀 있어서 조용한 느낌은 아니었음.",20201012,1,AI_v2
전문_정보,"연말정산 기간에 꼭 체크할 것 : 하는법, 소득공제, 2020... ","오늘은 연말정산 기간에에 대해 짧게 남겨봅니다. 큰 기대 없이 시작했는데 생각보다 만족스러웠고, 다음에도 비슷하게 해보고 싶어요. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요. 전체적으로 무난하면서도 기분 좋게 마무리할 수 있었어요.",20201223,1,AI_v1
상품_리뷰,아이폰11 블랙 스펙과 구매후기 +화질비교,그래서 아이폰에 대한 갈망으로 11로 바꾸게 되었습니다. 구매방법 저는 오프라인으로 구매를... 되야겠다 #아이폰 #아이폰11 #아이폰11후기 #아이폰11내돈내산 #아이폰11색상 #아이폰11구매... ,20200529,0,Human
상품_리뷰,"나도샀다이거야, 아이폰11pro256, 블루폰, 내돈내산... ","나도샀다이거야 아이폰11pro256는 가볍게 써보기 좋은 제품이었어요. 기대를 너무 크게 하지 않으면 만족도가 높고, 실사용 기준으로는 꽤 괜찮게 느껴졌답니다. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요.",20191217,1,AI_v1
전문_정보,"&quot; 2020년 연말정산 &quot; 소득공제, 세액공제, 연말정산 간소화... ",&quot; 연말정산을 하면서 오랜만에 여유를 느꼈어요. 바쁜 와중에 잠깐 쉬어가는 시간이 생긴 것 같아서 꽤 괜찮은 하루였답니다. 전체적으로 무난하면서도 기분 좋게 마무리할 수 있었어요. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요.,20191119,1,AI_v1
전문_정보,2020년 연말정산 미리준비하기 - 12월에 해야 할 것,연말정산 미리준비하기를 하면서 오랜만에 여유를 느꼈어요. 바쁜 와중에 잠깐 쉬어가는 시간이 생긴 것 같아서 꽤 괜찮은 하루였답니다. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요.,20201201,1,AI_v1
전문_정보,"연말정산 부양가족 인적공제 기준, 소득 및 나이 요건",연말정산을 하면서 생각보다 시간이 빨리 갔다. 중간중간 딴짓도 했지만 마무리는 했다. 그냥 소소한 기록으로 남김. 기대치를 낮추고 가면 무난한 정도. 이런 곳도 있었네 싶었다. 기대치를 낮추고 가면 무난한 정도.,20201220,1,AI_v2
상품_리뷰,아이폰11 갤럭시노트10... 로고 케이스 혜봉케이스 내돈내산,"아이폰11를 며칠 써봤다. 기능은 평범하지만 안정적이고, 크게 거슬리는 부분은 없었다. 필요한 사람한테는 괜찮은 선택일 듯. 딱히 특별하진 않은데 기억은 남는 편이다. 이런 곳도 있었네 싶었다. 이런 곳도 있었네 싶었다.",20200218,1,AI_v2
상품_리뷰,아이폰11 언박싱 사용후기... 현상 / KT샵 내돈내산 구매,이번에 아이폰11 언박싱 사용해보니 처음 기대했던 것보다 만족도가 괜찮았어요. 큰 단점은 없었고 일상에서 쓰기 편해서 당분간 계속 써볼 생각입니다. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.,20200606,1,AI_v1
전문_정보,"2020년 연말정산 인적공제(자녀, 부모님, 배우자, 형제,자매)","오늘은 2020년 연말정산 인적공제(자녀, 부모님, 배우자, 형제, 자매)에 대해 알아 보겠습니다. 연말정산 인적공제 연말 정산 인적공제는 기본공제와 추가공제로 나누어 지는데요. 기본공제는 인당 150만원을... ",20191228,0,Human
전문_정보,미리미리 알아보자! 2020년 &quot;13월의 보너스 &quot;연말정산”,미리미리 알아보자!를 하면서 오랜만에 여유를 느꼈어요. 바쁜 와중에 잠깐 쉬어가는 시간이 생긴 것 같아서 꽤 괜찮은 하루였답니다. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.,20191223,1,AI_v1
맛집_리뷰,2019년 05월 01일~12일 일상,"05월 먹고 옴. 사람 많고 조금 정신없었지만 음식은 괜찮았다. 가격은 보통, 위치는 편한 편이라 약속 전후로 들르기 좋음. 급하게 정한 일정치고는 나쁘지 않았다. 가격은 막 싸진 않았고 위치는 찾기 쉬운 편. 기대치를 낮추고 가면 무난한 정도.",20190513,1,AI_v2
상품_리뷰,아이폰11 언박싱 사용후기... 현상 / KT샵 내돈내산 구매,(언행불일치;) 그래서 아이폰 11과 11pro중에 갈등했다 근데 스펙이 카메라 렌즈 하나 더 있는거 말고는... 흠 소중한 아이폰11 불사조케이스 강추ㅎ (광고아님 내돈내산) 아이폰11 언박싱 사용후기 아이폰11로... ,20200606,0,Human
맛집_리뷰,유나이티드 갤러리 2019년 9월 U매거진 셋째주 전시_다나 박... ,이번에 친구랑 유나이티드 갤러리에 갔는데 전체적으로 무난해서 좋았어요. 음식 나오는 속도도 괜찮고 맛도 기대 이상이라 근처 맛집 찾는 분들께 추천드려요. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다.,20190917,1,AI_v1
상품_리뷰,"아이폰 11 pro, 쿠팡 로켓배송 내돈내산 언박싱 리뷰",이래저래 막 찍고 놀다보니 인물사진 모드가 아웃포커싱이 돼서 dslr느낌나고 좋더라구요? 이제 남편 폰으로 사진찍어서 포스팅해야겠어유ㅋㅋ 이상 내돈내산 아이폰 11 프로 대만족한 언박싱 후기였습니당,20200907,0,Human
전문_정보,"2020년 출산휴가, 육아휴직급여 연말정산 모든것(feat.... ","오늘은 출산휴가에 대해 짧게 남겨봅니다. 큰 기대 없이 시작했는데 생각보다 만족스러웠고, 다음에도 비슷하게 해보고 싶어요. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.",20200323,1,AI_v1
전문_정보,사용처 총정리! 온누리상품권 사용하고 연말정산소득공제 받자!,"온누리 지류/전자상품권은 2020년 1월 2일(목)부터 2월 28일(금)까지 할인율 5%와 함께 구매 한도가 월 70만... 온라인 전통시장관 홈페이지 바로 가기 &gt;&gt; 세 번째, ‘연말정산 소득공제 받기’입니다. 전통시장에서... ",20200120,0,Human
전문_정보,[연말정산] 2020년 연말정산 ‘신용카드’공제혜택 정리!,연말정산은 생각보다 시간이 걸렸다. 중간에 귀찮아서 멈출까 했는데 일단 끝내긴 함. 다음엔 조금 더 빨리 할 수 있을 듯. 가격은 막 싸진 않았고 위치는 찾기 쉬운 편. 딱히 특별하진 않은데 기억은 남는 편이다. 사진은 몇 장 찍었는데 정리는 나중에 해야겠다.,20201210,1,AI_v2
전문_정보,의료비 소득공제 한도 무제한? 2020년 연말정산 의료비 한도... ,의료비 소득공제 관련해서 그냥 남겨둠. 별일은 아니었는데 지나고 보니 기억날 것 같아서 적는다. 이런 날도 있었지 하는 정도. 가격은 막 싸진 않았고 위치는 찾기 쉬운 편. 이런 곳도 있었네 싶었다. 시간 맞으면 한 번쯤 들를만함.,20200118,1,AI_v2
맛집_리뷰,분위기 좋은 강남역 맛집 푸짐하고 맛있는 바비레드,분위기 들렀다. 맛은 무난했고 양도 적당. 웨이팅만 길지 않으면 괜찮음. 엄청 특별한 맛집이라기보단 근처에서 밥 먹기 좋은 곳. 딱히 특별하진 않은데 기억은 남는 편이다. 다음엔 다른 메뉴도 봐야 할 듯. 급하게 정한 일정치고는 나쁘지 않았다.,20191231,1,AI_v2
맛집_리뷰,강남역 맛집 미즈컨테이너 이탈리안 음식,미즈컨테이너 이탈리안은 가게 앞에서 잠깐 기다렸다. 메뉴는 금방 정했고 맛은 평범한데 묘하게 계속 먹게 됨. 다음에 지나가면 또 생각날 수도. 이런 곳도 있었네 싶었다. 급하게 정한 일정치고는 나쁘지 않았다. 사진은 몇 장 찍었는데 정리는 나중에 해야겠다.,20191231,1,AI_v2
